event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp,stockout_risk,label_probability
EVT115669,P008,S02,dairy,40,40,4,0,2026-06-08T15:52:01.229834,0,0.2778
EVT767071,P002,S02,frozen,1,45,11,0,2026-06-08T15:52:01.229836,1,0.8539
EVT244330,P004,S03,frozen,21,45,5,0,2026-06-08T15:52:01.229838,1,0.5372
EVT925616,P016,S04,household,9,30,5,0,2026-06-08T15:52:01.229841,1,0.6122
EVT280725,P019,S02,frozen,0,45,12,0,2026-06-08T15:52:01.229843,1,0.8833
EVT311390,P003,S03,frozen,23,45,4,0,2026-06-08T15:52:01.229846,1,0.4978
EVT289339,P006,S01,beverages,36,60,0,1,2026-06-08T15:52:01.229848,1,0.18
EVT304984,P009,S03,snacks,7,50,12,0,2026-06-08T15:52:01.229850,1,0.8203
EVT632980,P018,S01,beverages,13,60,11,0,2026-06-08T15:52:01.229853,1,0.7664
EVT174644,P009,S04,frozen,40,45,5,0,2026-06-08T15:52:01.229856,1,0.3472
EVT566968,P011,S02,snacks,49,50,6,0,2026-06-08T15:52:01.229858,0,0.3257
EVT148904,P016,S01,snacks,24,50,5,0,2026-06-08T15:52:01.229860,1,0.5312
EVT721778,P002,S04,snacks,2,50,5,0,2026-06-08T15:52:01.229863,0,0.7292
EVT529579,P010,S04,snacks,23,50,1,0,2026-06-08T15:52:01.229865,0,0.4624
EVT405275,P005,S02,beverages,13,60,13,0,2026-06-08T15:52:01.229868,1,0.8053
EVT886466,P013,S01,snacks,24,50,4,1,2026-06-08T15:52:01.229870,0,0.3118
EVT528317,P007,S01,snacks,27,50,5,0,2026-06-08T15:52:01.229873,0,0.5042
EVT566753,P014,S03,snacks,20,50,15,0,2026-06-08T15:52:01.229875,1,0.7617
EVT432962,P008,S02,household,13,30,10,0,2026-06-08T15:52:01.229878,1,0.6494
EVT796355,P010,S03,frozen,1,45,13,1,2026-06-08T15:52:01.229880,1,0.6928
EVT931071,P011,S02,dairy,36,40,6,0,2026-06-08T15:52:01.229882,1,0.3617
EVT627210,P003,S04,snacks,12,50,6,1,2026-06-08T15:52:01.229885,0,0.4587
EVT809672,P016,S03,frozen,12,45,10,1,2026-06-08T15:52:01.229887,0,0.5244
EVT975257,P009,S02,snacks,47,50,5,0,2026-06-08T15:52:01.229890,0,0.3242
EVT600164,P009,S04,frozen,2,45,16,0,2026-06-08T15:52:01.229892,1,0.9411
EVT437297,P003,S04,frozen,44,45,2,0,2026-06-08T15:52:01.229894,0,0.2489
EVT281320,P009,S03,dairy,25,40,0,0,2026-06-08T15:52:01.229897,1,0.3688
EVT985171,P009,S03,household,0,30,12,0,2026-06-08T15:52:01.229899,0,0.8833
EVT191004,P011,S01,bakery,8,35,12,1,2026-06-08T15:52:01.229901,1,0.5805
EVT280518,P012,S04,frozen,0,45,3,0,2026-06-08T15:52:01.229906,0,0.7083
EVT739315,P003,S04,dairy,23,40,2,0,2026-06-08T15:52:01.229909,0,0.4301
EVT104056,P013,S04,beverages,42,60,2,0,2026-06-08T15:52:01.229911,1,0.3739
EVT161147,P009,S01,dairy,19,40,2,0,2026-06-08T15:52:01.229914,1,0.4751
EVT702096,P017,S04,household,2,30,5,0,2026-06-08T15:52:01.229916,0,0.7172
EVT401597,P007,S01,dairy,6,40,2,0,2026-06-08T15:52:01.229918,1,0.6214
EVT682548,P019,S02,household,2,30,4,0,2026-06-08T15:52:01.229921,1,0.6978
EVT156306,P020,S04,beverages,43,60,1,0,2026-06-08T15:52:01.229923,0,0.3469
EVT496623,P017,S02,household,24,30,5,0,2026-06-08T15:52:01.229925,0,0.3872
EVT570720,P009,S01,beverages,7,60,4,0,2026-06-08T15:52:01.229928,1,0.6753
EVT935484,P006,S03,frozen,41,45,6,0,2026-06-08T15:52:01.229930,0,0.3567
EVT730848,P003,S01,bakery,8,35,8,0,2026-06-08T15:52:01.229933,1,0.7027
EVT642519,P017,S02,snacks,0,50,4,0,2026-06-08T15:52:01.229935,0,0.7278
EVT129798,P011,S04,frozen,37,45,3,0,2026-06-08T15:52:01.229937,1,0.3383
EVT699161,P019,S03,dairy,30,40,6,0,2026-06-08T15:52:01.229940,1,0.4292
EVT835720,P008,S02,household,13,30,0,0,2026-06-08T15:52:01.229942,1,0.455
EVT863245,P009,S02,snacks,0,50,0,0,2026-06-08T15:52:01.229945,0,0.65
EVT483265,P004,S03,beverages,3,60,11,0,2026-06-08T15:52:01.229948,1,0.8414
EVT473806,P002,S04,frozen,6,45,7,1,2026-06-08T15:52:01.229950,0,0.5261
EVT851631,P005,S04,beverages,45,60,5,1,2026-06-08T15:52:01.229953,0,0.2097
EVT801470,P004,S02,bakery,1,35,17,0,2026-06-08T15:52:01.229955,1,0.95
EVT169138,P001,S02,household,10,30,2,0,2026-06-08T15:52:01.229958,0,0.5389
EVT495950,P016,S01,household,5,30,15,1,2026-06-08T15:52:01.229960,0,0.6667
EVT668973,P009,S01,frozen,16,45,11,1,2026-06-08T15:52:01.229962,0,0.5039
EVT794149,P008,S01,dairy,3,40,16,0,2026-06-08T15:52:01.229965,1,0.9274
EVT318683,P008,S03,frozen,19,45,8,0,2026-06-08T15:52:01.229967,0,0.6156
EVT352320,P013,S04,beverages,6,60,4,0,2026-06-08T15:52:01.229969,1,0.6828
EVT110638,P010,S01,bakery,10,35,1,0,2026-06-08T15:52:01.229972,0,0.5409
EVT942385,P001,S02,bakery,27,35,2,0,2026-06-08T15:52:01.229974,0,0.3417
EVT702114,P019,S02,bakery,34,35,4,0,2026-06-08T15:52:01.229976,0,0.2906
EVT586833,P008,S02,dairy,8,40,15,0,2026-06-08T15:52:01.229978,1,0.8517
EVT676014,P010,S02,frozen,7,45,10,0,2026-06-08T15:52:01.229981,1,0.7744
EVT718058,P010,S03,snacks,23,50,2,0,2026-06-08T15:52:01.229983,1,0.4819
EVT217013,P004,S03,snacks,11,50,14,0,2026-06-08T15:52:01.229985,1,0.8232
EVT266526,P005,S04,bakery,19,35,6,0,2026-06-08T15:52:01.229988,1,0.5224
EVT633782,P013,S04,household,15,30,2,1,2026-06-08T15:52:01.229990,0,0.2639
EVT775404,P020,S04,beverages,27,60,5,0,2026-06-08T15:52:01.229993,1,0.5447
EVT687669,P018,S04,household,6,30,4,0,2026-06-08T15:52:01.229995,1,0.6378
EVT397283,P007,S02,bakery,9,35,16,0,2026-06-08T15:52:01.229997,1,0.8454
EVT537308,P010,S04,frozen,6,45,14,0,2026-06-08T15:52:01.230002,1,0.8622
EVT992118,P020,S03,bakery,29,35,5,0,2026-06-08T15:52:01.230004,0,0.3744
EVT963718,P012,S01,household,6,30,13,1,2026-06-08T15:52:01.230007,1,0.6128
EVT416986,P006,S04,beverages,28,60,6,0,2026-06-08T15:52:01.230009,1,0.5567
EVT901787,P002,S01,bakery,5,35,10,0,2026-06-08T15:52:01.230011,1,0.7802
EVT835943,P019,S01,frozen,37,45,1,0,2026-06-08T15:52:01.230014,1,0.2994
EVT183398,P005,S01,dairy,7,40,6,1,2026-06-08T15:52:01.230016,0,0.4879
EVT315604,P007,S03,dairy,7,40,13,1,2026-06-08T15:52:01.230018,1,0.624
EVT418602,P014,S03,household,6,30,5,0,2026-06-08T15:52:01.230021,1,0.6572
EVT351923,P012,S04,frozen,2,45,3,0,2026-06-08T15:52:01.230024,0,0.6883
EVT651078,P003,S02,beverages,4,60,6,1,2026-06-08T15:52:01.230026,0,0.5367
EVT271024,P016,S01,snacks,1,50,6,1,2026-06-08T15:52:01.230028,1,0.5577
EVT992753,P002,S02,beverages,12,60,15,0,2026-06-08T15:52:01.230031,1,0.8517
EVT850236,P008,S02,dairy,20,40,2,0,2026-06-08T15:52:01.230033,1,0.4639
EVT831456,P002,S03,snacks,35,50,3,0,2026-06-08T15:52:01.230035,1,0.3933
EVT956933,P012,S04,frozen,15,45,13,0,2026-06-08T15:52:01.230038,1,0.7528
EVT787184,P017,S04,household,12,30,9,0,2026-06-08T15:52:01.230040,1,0.645
EVT605210,P020,S02,household,5,30,13,0,2026-06-08T15:52:01.230043,0,0.8278
EVT270562,P020,S01,frozen,11,45,9,0,2026-06-08T15:52:01.230045,1,0.715
EVT887099,P003,S03,bakery,28,35,2,0,2026-06-08T15:52:01.230048,0,0.3289
EVT778885,P016,S01,dairy,31,40,0,0,2026-06-08T15:52:01.230050,1,0.3012
EVT521913,P019,S02,dairy,28,40,1,0,2026-06-08T15:52:01.230053,0,0.3544
EVT643130,P015,S02,snacks,4,50,10,0,2026-06-08T15:52:01.230055,1,0.8084
EVT447032,P001,S02,household,8,30,2,0,2026-06-08T15:52:01.230057,0,0.5689
EVT901553,P011,S03,frozen,4,45,0,0,2026-06-08T15:52:01.230060,0,0.61
EVT309657,P002,S01,dairy,17,40,8,0,2026-06-08T15:52:01.230062,1,0.6143
EVT825025,P009,S03,beverages,54,60,1,0,2026-06-08T15:52:01.230065,1,0.2644
EVT107424,P014,S04,beverages,31,60,4,0,2026-06-08T15:52:01.230067,1,0.4953
EVT155203,P015,S02,snacks,34,50,5,0,2026-06-08T15:52:01.230070,1,0.4412
EVT473573,P009,S01,bakery,1,35,5,0,2026-06-08T15:52:01.230073,0,0.7344
EVT595073,P016,S01,bakery,11,35,10,0,2026-06-08T15:52:01.230075,1,0.703
EVT952217,P010,S01,household,8,30,2,0,2026-06-08T15:52:01.230077,0,0.5689
EVT280318,P020,S01,bakery,34,35,5,0,2026-06-08T15:52:01.230080,0,0.3101
EVT456828,P004,S02,beverages,59,60,5,0,2026-06-08T15:52:01.230082,1,0.3047
EVT440928,P014,S02,household,3,30,12,0,2026-06-08T15:52:01.230085,1,0.8383
EVT881357,P014,S01,dairy,23,40,3,0,2026-06-08T15:52:01.230087,0,0.4496
EVT874731,P004,S04,household,14,30,6,1,2026-06-08T15:52:01.230090,0,0.3567
EVT591516,P018,S03,snacks,28,50,4,1,2026-06-08T15:52:01.230092,0,0.2758
EVT532731,P001,S01,snacks,49,50,5,0,2026-06-08T15:52:01.230095,1,0.3062
EVT923729,P014,S02,dairy,12,40,15,0,2026-06-08T15:52:01.230099,1,0.8067
EVT798380,P007,S01,dairy,21,40,1,0,2026-06-08T15:52:01.230102,1,0.4332
EVT676712,P010,S03,dairy,12,40,12,1,2026-06-08T15:52:01.230104,0,0.5483
EVT229366,P020,S04,beverages,19,60,13,0,2026-06-08T15:52:01.230107,1,0.7603
EVT810783,P002,S01,beverages,37,60,2,0,2026-06-08T15:52:01.230109,1,0.4114
EVT406143,P010,S04,dairy,6,40,0,0,2026-06-08T15:52:01.230112,1,0.5825
EVT315257,P011,S01,household,10,30,9,1,2026-06-08T15:52:01.230114,0,0.475
EVT595970,P009,S01,household,3,30,5,0,2026-06-08T15:52:01.230116,1,0.7022
EVT292495,P019,S01,snacks,44,50,3,0,2026-06-08T15:52:01.230119,0,0.3123
EVT373402,P018,S01,household,2,30,10,0,2026-06-08T15:52:01.230121,0,0.8144
EVT307040,P015,S04,beverages,57,60,0,1,2026-06-08T15:52:01.230123,0,0.05
EVT577837,P012,S03,household,26,30,3,0,2026-06-08T15:52:01.230126,0,0.3183
EVT625778,P004,S04,dairy,23,40,3,0,2026-06-08T15:52:01.230128,1,0.4496
EVT848033,P017,S02,dairy,12,40,14,1,2026-06-08T15:52:01.230130,1,0.5872
EVT116693,P007,S03,dairy,25,40,0,0,2026-06-08T15:52:01.230133,0,0.3688
EVT165226,P007,S02,frozen,24,45,3,0,2026-06-08T15:52:01.230135,1,0.4683
EVT258723,P018,S03,household,6,30,4,0,2026-06-08T15:52:01.230137,1,0.6378
EVT278677,P001,S01,frozen,6,45,13,0,2026-06-08T15:52:01.230140,1,0.8428
EVT248902,P007,S03,beverages,48,60,2,0,2026-06-08T15:52:01.230142,0,0.3289
EVT852893,P002,S03,snacks,44,50,2,0,2026-06-08T15:52:01.230145,0,0.2929
EVT461434,P011,S01,snacks,41,50,0,0,2026-06-08T15:52:01.230147,0,0.281
EVT971843,P013,S04,bakery,18,35,4,1,2026-06-08T15:52:01.230149,0,0.2963
EVT682452,P013,S04,bakery,0,35,0,0,2026-06-08T15:52:01.230152,1,0.65
EVT834511,P007,S03,frozen,45,45,1,0,2026-06-08T15:52:01.230154,0,0.2194
EVT433818,P015,S02,beverages,12,60,9,1,2026-06-08T15:52:01.230156,0,0.535
EVT148584,P018,S03,beverages,30,60,6,0,2026-06-08T15:52:01.230159,0,0.5417
EVT910652,P010,S04,dairy,36,40,5,0,2026-06-08T15:52:01.230161,0,0.3422
EVT369705,P001,S04,beverages,18,60,6,1,2026-06-08T15:52:01.230164,0,0.4317
EVT723653,P010,S01,bakery,30,35,0,0,2026-06-08T15:52:01.230166,0,0.2643
EVT344530,P017,S02,frozen,34,45,3,0,2026-06-08T15:52:01.230168,0,0.3683
EVT407848,P003,S04,household,27,30,3,0,2026-06-08T15:52:01.230171,0,0.3033
EVT162375,P016,S01,beverages,6,60,15,0,2026-06-08T15:52:01.230173,1,0.8967
EVT718914,P007,S02,bakery,3,35,14,1,2026-06-08T15:52:01.230175,1,0.6837
EVT792614,P011,S03,frozen,34,45,0,0,2026-06-08T15:52:01.230178,0,0.31
EVT830816,P016,S04,dairy,11,40,9,1,2026-06-08T15:52:01.230180,1,0.5012
EVT877870,P010,S03,household,12,30,14,0,2026-06-08T15:52:01.230183,1,0.7422
EVT584329,P002,S03,bakery,3,35,1,0,2026-06-08T15:52:01.230185,0,0.6309
EVT799869,P013,S02,household,10,30,9,0,2026-06-08T15:52:01.230188,1,0.675
EVT653790,P002,S04,dairy,5,40,4,0,2026-06-08T15:52:01.230190,0,0.6715
EVT365024,P001,S02,snacks,8,50,0,0,2026-06-08T15:52:01.230195,1,0.578
EVT816755,P008,S02,dairy,29,40,6,0,2026-06-08T15:52:01.230197,1,0.4404
EVT143327,P002,S02,bakery,0,35,5,0,2026-06-08T15:52:01.230200,1,0.7472
EVT904455,P006,S01,household,2,30,11,0,2026-06-08T15:52:01.230202,1,0.8339
EVT739106,P018,S04,dairy,36,40,6,0,2026-06-08T15:52:01.230204,1,0.3617
EVT885436,P017,S03,frozen,6,45,12,0,2026-06-08T15:52:01.230207,1,0.8233
EVT224878,P013,S03,beverages,0,60,2,0,2026-06-08T15:52:01.230209,0,0.6889
EVT941423,P005,S04,bakery,8,35,11,1,2026-06-08T15:52:01.230212,0,0.561
EVT260584,P012,S01,bakery,7,35,7,1,2026-06-08T15:52:01.230214,1,0.4961
EVT239018,P009,S04,bakery,19,35,6,1,2026-06-08T15:52:01.230216,1,0.3224
EVT303158,P009,S03,frozen,15,45,15,0,2026-06-08T15:52:01.230219,0,0.7917
EVT337699,P004,S02,frozen,6,45,16,0,2026-06-08T15:52:01.230222,1,0.9011
EVT967291,P016,S03,dairy,27,40,3,0,2026-06-08T15:52:01.230224,1,0.4046
EVT559514,P004,S04,household,15,30,10,0,2026-06-08T15:52:01.230226,1,0.6194
EVT999605,P004,S02,snacks,1,50,15,0,2026-06-08T15:52:01.230228,1,0.9327
EVT983139,P012,S04,dairy,8,40,14,0,2026-06-08T15:52:01.230231,0,0.8322
EVT945024,P003,S02,household,8,30,13,0,2026-06-08T15:52:01.230233,1,0.7828
EVT616117,P011,S03,household,7,30,10,1,2026-06-08T15:52:01.230235,0,0.5394
EVT961007,P017,S01,household,24,30,6,0,2026-06-08T15:52:01.230238,1,0.4067
EVT799293,P012,S02,dairy,8,40,6,1,2026-06-08T15:52:01.230241,1,0.4767
EVT797264,P019,S01,dairy,27,40,6,0,2026-06-08T15:52:01.230243,0,0.4629
EVT410292,P006,S01,bakery,31,35,2,0,2026-06-08T15:52:01.230245,1,0.2903
EVT508598,P018,S01,beverages,4,60,0,0,2026-06-08T15:52:01.230248,1,0.62
EVT277921,P001,S01,dairy,7,40,5,0,2026-06-08T15:52:01.230250,1,0.6685
EVT311314,P002,S03,frozen,3,45,6,1,2026-06-08T15:52:01.230252,1,0.5367
EVT825490,P004,S02,frozen,17,45,6,1,2026-06-08T15:52:01.230255,0,0.3967
EVT998349,P013,S01,dairy,2,40,8,1,2026-06-08T15:52:01.230257,0,0.5831
EVT315841,P012,S03,beverages,0,60,4,0,2026-06-08T15:52:01.230260,1,0.7278
EVT656441,P005,S04,dairy,5,40,9,1,2026-06-08T15:52:01.230262,1,0.5688
EVT301453,P020,S03,snacks,19,50,11,0,2026-06-08T15:52:01.230265,0,0.6929
EVT499928,P020,S04,snacks,40,50,6,1,2026-06-08T15:52:01.230267,0,0.2067
EVT364043,P020,S01,bakery,16,35,2,0,2026-06-08T15:52:01.230269,0,0.4832
EVT988361,P008,S03,beverages,28,60,2,0,2026-06-08T15:52:01.230272,1,0.4789
EVT486191,P002,S04,beverages,5,60,11,1,2026-06-08T15:52:01.230274,0,0.6264
EVT269653,P012,S04,beverages,34,60,1,0,2026-06-08T15:52:01.230277,1,0.4144
EVT669351,P004,S01,frozen,12,45,10,0,2026-06-08T15:52:01.230279,1,0.7244
EVT379146,P018,S04,bakery,24,35,2,0,2026-06-08T15:52:01.230282,1,0.3803
EVT608589,P020,S04,household,3,30,2,0,2026-06-08T15:52:01.230284,1,0.6439
EVT712058,P005,S03,beverages,16,60,7,0,2026-06-08T15:52:01.230286,1,0.6661
EVT497418,P017,S04,household,13,30,4,0,2026-06-08T15:52:01.230293,1,0.5328
EVT445949,P005,S02,dairy,24,40,3,0,2026-06-08T15:52:01.230296,0,0.4383
EVT658993,P017,S03,bakery,30,35,4,0,2026-06-08T15:52:01.230298,1,0.3421
EVT108142,P002,S01,frozen,17,45,8,0,2026-06-08T15:52:01.230300,1,0.6356
EVT644001,P009,S02,dairy,21,40,3,0,2026-06-08T15:52:01.230303,1,0.4721
EVT279043,P001,S01,beverages,13,60,9,0,2026-06-08T15:52:01.230305,1,0.7275
EVT975427,P011,S03,bakery,11,35,6,0,2026-06-08T15:52:01.230307,1,0.6252
EVT652035,P020,S03,beverages,54,60,5,1,2026-06-08T15:52:01.230310,0,0.1422
EVT916688,P007,S01,beverages,56,60,0,0,2026-06-08T15:52:01.230312,0,0.23
EVT599882,P018,S04,household,4,30,4,0,2026-06-08T15:52:01.230315,0,0.6678
EVT429113,P013,S02,snacks,30,50,3,0,2026-06-08T15:52:01.230317,0,0.4383
EVT949203,P003,S04,frozen,29,45,2,0,2026-06-08T15:52:01.230319,0,0.3989
EVT988650,P006,S01,bakery,16,35,1,0,2026-06-08T15:52:01.230322,0,0.4637
EVT956582,P007,S02,household,10,30,0,0,2026-06-08T15:52:01.230325,0,0.5
EVT882304,P001,S04,dairy,33,40,3,0,2026-06-08T15:52:01.230327,0,0.3371
EVT665136,P020,S02,household,5,30,13,0,2026-06-08T15:52:01.230330,1,0.8278
EVT245335,P004,S04,dairy,7,40,13,1,2026-06-08T15:52:01.230332,0,0.624
EVT395745,P004,S02,bakery,24,35,1,0,2026-06-08T15:52:01.230334,0,0.3609
EVT690625,P006,S03,dairy,2,40,12,0,2026-06-08T15:52:01.230337,1,0.8608
EVT787959,P014,S02,bakery,5,35,2,0,2026-06-08T15:52:01.230339,1,0.6246
EVT619305,P016,S01,bakery,21,35,3,0,2026-06-08T15:52:01.230342,1,0.4383
EVT103119,P016,S02,snacks,12,50,10,1,2026-06-08T15:52:01.230345,1,0.5364
EVT841161,P011,S03,bakery,27,35,2,0,2026-06-08T15:52:01.230348,0,0.3417
EVT294353,P002,S04,beverages,58,60,0,0,2026-06-08T15:52:01.230350,0,0.215
EVT685812,P011,S01,bakery,18,35,3,0,2026-06-08T15:52:01.230352,1,0.4769
EVT427929,P019,S01,dairy,22,40,6,0,2026-06-08T15:52:01.230355,0,0.5192
EVT979987,P019,S01,frozen,32,45,2,0,2026-06-08T15:52:01.230357,0,0.3689
EVT821109,P003,S02,beverages,0,60,12,0,2026-06-08T15:52:01.230359,1,0.8833
EVT714414,P013,S02,frozen,3,45,10,1,2026-06-08T15:52:01.230362,1,0.6144
EVT114163,P011,S03,household,2,30,0,0,2026-06-08T15:52:01.230364,1,0.62
EVT482501,P020,S01,bakery,9,35,5,0,2026-06-08T15:52:01.230366,0,0.6315
EVT923624,P020,S01,household,4,30,15,0,2026-06-08T15:52:01.230369,1,0.8817
EVT513844,P003,S01,household,16,30,5,0,2026-06-08T15:52:01.230371,0,0.5072
EVT254349,P019,S04,snacks,0,50,17,0,2026-06-08T15:52:01.230373,1,0.95
EVT879235,P013,S03,dairy,36,40,3,0,2026-06-08T15:52:01.230376,0,0.3033
EVT243389,P017,S03,frozen,8,45,11,1,2026-06-08T15:52:01.230378,1,0.5839
EVT295783,P010,S04,snacks,36,50,6,0,2026-06-08T15:52:01.230380,1,0.4427
EVT755605,P009,S01,household,6,30,13,0,2026-06-08T15:52:01.230383,1,0.8128
EVT718207,P001,S02,frozen,14,45,8,0,2026-06-08T15:52:01.230385,1,0.6656
EVT344465,P020,S02,household,22,30,2,0,2026-06-08T15:52:01.230392,0,0.3589
EVT668362,P012,S01,bakery,3,35,13,0,2026-06-08T15:52:01.230395,1,0.8642
EVT345102,P015,S02,snacks,35,50,5,0,2026-06-08T15:52:01.230397,0,0.4322
EVT388916,P019,S03,dairy,20,40,6,0,2026-06-08T15:52:01.230399,1,0.5417
EVT482415,P010,S03,snacks,46,50,6,0,2026-06-08T15:52:01.230402,1,0.3527
EVT269068,P020,S01,bakery,25,35,1,0,2026-06-08T15:52:01.230404,1,0.348
EVT435923,P020,S02,bakery,20,35,2,0,2026-06-08T15:52:01.230407,1,0.4317
EVT319333,P003,S04,dairy,28,40,2,0,2026-06-08T15:52:01.230409,0,0.3739
EVT744099,P016,S04,household,5,30,14,0,2026-06-08T15:52:01.230411,1,0.8472
EVT772277,P020,S02,beverages,35,60,5,0,2026-06-08T15:52:01.230413,0,0.4847
EVT126522,P013,S02,frozen,1,45,0,0,2026-06-08T15:52:01.230416,0,0.64
EVT180948,P006,S02,household,13,30,9,0,2026-06-08T15:52:01.230418,1,0.63
EVT196126,P008,S01,beverages,9,60,11,1,2026-06-08T15:52:01.230421,1,0.5964
EVT592173,P016,S01,household,29,30,2,0,2026-06-08T15:52:01.230424,0,0.2539
EVT962827,P004,S03,frozen,40,45,5,0,2026-06-08T15:52:01.230426,1,0.3472
EVT636534,P020,S02,frozen,20,45,6,0,2026-06-08T15:52:01.230429,0,0.5667
EVT494399,P014,S02,household,21,30,0,0,2026-06-08T15:52:01.230431,1,0.335
EVT801061,P004,S04,frozen,3,45,10,1,2026-06-08T15:52:01.230433,0,0.6144
EVT441568,P018,S01,snacks,36,50,5,0,2026-06-08T15:52:01.230436,0,0.4232
EVT349617,P010,S02,snacks,29,50,2,0,2026-06-08T15:52:01.230438,1,0.4279
EVT305007,P019,S04,snacks,49,50,5,0,2026-06-08T15:52:01.230441,1,0.3062
EVT664863,P007,S03,beverages,43,60,1,0,2026-06-08T15:52:01.230443,0,0.3469
EVT408396,P018,S04,bakery,4,35,3,0,2026-06-08T15:52:01.230446,1,0.6569
EVT915765,P007,S03,frozen,44,45,0,0,2026-06-08T15:52:01.230448,0,0.21
EVT989550,P007,S04,household,6,30,4,0,2026-06-08T15:52:01.230450,1,0.6378
EVT855436,P005,S04,dairy,30,40,2,0,2026-06-08T15:52:01.230453,1,0.3514
EVT905801,P006,S03,dairy,29,40,4,0,2026-06-08T15:52:01.230455,0,0.4015
EVT846251,P018,S04,bakery,17,35,3,0,2026-06-08T15:52:01.230458,0,0.4898
EVT848022,P013,S01,dairy,7,40,11,1,2026-06-08T15:52:01.230460,1,0.5851
EVT459032,P002,S02,snacks,20,50,10,0,2026-06-08T15:52:01.230463,0,0.6644
EVT857454,P007,S04,beverages,28,60,0,0,2026-06-08T15:52:01.230465,1,0.44
EVT741679,P007,S01,dairy,29,40,3,0,2026-06-08T15:52:01.230467,1,0.3821
EVT422854,P006,S03,household,22,30,5,0,2026-06-08T15:52:01.230470,0,0.4172
EVT694937,P011,S02,household,18,30,6,0,2026-06-08T15:52:01.230472,0,0.4967
EVT968645,P012,S04,frozen,23,45,2,1,2026-06-08T15:52:01.230474,1,0.2589
EVT514828,P006,S01,bakery,23,35,4,0,2026-06-08T15:52:01.230477,1,0.4321
EVT511186,P002,S02,snacks,30,50,3,0,2026-06-08T15:52:01.230479,0,0.4383
EVT786904,P020,S02,beverages,13,60,11,0,2026-06-08T15:52:01.230482,0,0.7664
EVT724063,P010,S04,bakery,19,35,6,0,2026-06-08T15:52:01.230484,1,0.5224
EVT275251,P014,S04,household,27,30,0,0,2026-06-08T15:52:01.230491,0,0.245
EVT114926,P008,S02,beverages,46,60,1,0,2026-06-08T15:52:01.230494,0,0.3244
EVT150063,P001,S01,bakery,14,35,10,0,2026-06-08T15:52:01.230497,1,0.6644
EVT490120,P018,S04,frozen,18,45,9,0,2026-06-08T15:52:01.230499,1,0.645
EVT270216,P018,S02,dairy,32,40,4,0,2026-06-08T15:52:01.230502,1,0.3678
EVT816586,P019,S04,household,26,30,3,1,2026-06-08T15:52:01.230504,0,0.1183
EVT499489,P012,S01,snacks,1,50,18,0,2026-06-08T15:52:01.230507,1,0.95
EVT852541,P012,S02,snacks,5,50,15,1,2026-06-08T15:52:01.230510,0,0.6967
EVT576737,P003,S03,dairy,35,40,3,0,2026-06-08T15:52:01.230512,0,0.3146
EVT340425,P003,S01,beverages,17,60,15,0,2026-06-08T15:52:01.230515,1,0.8142
EVT490763,P013,S01,bakery,19,35,2,0,2026-06-08T15:52:01.230517,0,0.4446
EVT192520,P006,S02,dairy,14,40,16,0,2026-06-08T15:52:01.230520,1,0.8036
EVT837210,P007,S01,beverages,10,60,0,0,2026-06-08T15:52:01.230522,1,0.575
EVT496146,P017,S03,household,13,30,5,0,2026-06-08T15:52:01.230524,0,0.5522
EVT405344,P007,S03,snacks,29,50,4,0,2026-06-08T15:52:01.230527,1,0.4668
EVT500128,P004,S01,dairy,5,40,15,0,2026-06-08T15:52:01.230529,1,0.8854
EVT132669,P017,S04,dairy,25,40,5,0,2026-06-08T15:52:01.230531,0,0.466
EVT285351,P010,S04,snacks,11,50,8,0,2026-06-08T15:52:01.230534,1,0.7066
EVT909735,P012,S03,dairy,33,40,4,0,2026-06-08T15:52:01.230536,0,0.3565
EVT839891,P019,S03,dairy,40,40,1,0,2026-06-08T15:52:01.230539,1,0.2194
EVT185738,P014,S01,dairy,4,40,3,0,2026-06-08T15:52:01.230541,1,0.6633
EVT944341,P011,S01,dairy,8,40,9,0,2026-06-08T15:52:01.230544,1,0.735
EVT376526,P007,S03,dairy,12,40,12,0,2026-06-08T15:52:01.230546,1,0.7483
EVT355636,P017,S02,household,15,30,5,1,2026-06-08T15:52:01.230549,0,0.3222
EVT664690,P013,S01,dairy,34,40,4,1,2026-06-08T15:52:01.230551,0,0.1453
EVT438928,P003,S03,frozen,28,45,5,1,2026-06-08T15:52:01.230553,0,0.2672
EVT934805,P012,S03,snacks,10,50,11,0,2026-06-08T15:52:01.230555,1,0.7739
EVT204204,P018,S01,beverages,1,60,5,0,2026-06-08T15:52:01.230558,1,0.7397
EVT231793,P011,S03,beverages,8,60,12,0,2026-06-08T15:52:01.230560,1,0.8233
EVT994513,P010,S02,snacks,44,50,0,0,2026-06-08T15:52:01.230562,1,0.254
EVT506358,P012,S04,snacks,0,50,5,0,2026-06-08T15:52:01.230565,0,0.7472
EVT145608,P020,S01,bakery,25,35,1,0,2026-06-08T15:52:01.230567,0,0.348
EVT669414,P002,S02,household,5,30,9,1,2026-06-08T15:52:01.230569,1,0.55
EVT497876,P015,S04,frozen,32,45,1,0,2026-06-08T15:52:01.230572,0,0.3494
EVT354260,P010,S04,bakery,11,35,6,0,2026-06-08T15:52:01.230574,1,0.6252
EVT774551,P012,S04,frozen,32,45,2,0,2026-06-08T15:52:01.230577,1,0.3689
