event_id,product_id,store_id,category,current_stock,shelf_capacity,sales_last_10min,replenishment_pending,timestamp
EVT115855,P009,S01,frozen,2,45,2,0,2026-06-08T15:52:01.229489
EVT327688,P005,S04,household,26,30,5,0,2026-06-08T15:52:01.229492
EVT339447,P011,S01,bakery,0,35,17,0,2026-06-08T15:52:01.229497
EVT536274,P006,S04,frozen,21,45,1,0,2026-06-08T15:52:01.229500
EVT933652,P016,S04,dairy,28,40,5,0,2026-06-08T15:52:01.229503
EVT671410,P018,S02,beverages,32,60,3,0,2026-06-08T15:52:01.229505
EVT520773,P010,S02,frozen,36,45,3,0,2026-06-08T15:52:01.229507
EVT599663,P011,S03,frozen,3,45,14,1,2026-06-08T15:52:01.229510
EVT103251,P004,S04,bakery,10,35,3,0,2026-06-08T15:52:01.229512
EVT466702,P016,S03,snacks,50,50,5,0,2026-06-08T15:52:01.229515
EVT675465,P016,S04,frozen,21,45,1,0,2026-06-08T15:52:01.229517
EVT961677,P015,S04,beverages,42,60,2,0,2026-06-08T15:52:01.229520
EVT473674,P012,S03,frozen,34,45,6,0,2026-06-08T15:52:01.229522
EVT777697,P019,S02,snacks,10,50,6,1,2026-06-08T15:52:01.229526
EVT955996,P005,S01,dairy,18,40,13,0,2026-06-08T15:52:01.229528
EVT979756,P003,S02,dairy,4,40,12,0,2026-06-08T15:52:01.229531
EVT462449,P016,S03,beverages,18,60,9,0,2026-06-08T15:52:01.229534
EVT797144,P020,S01,dairy,16,40,10,0,2026-06-08T15:52:01.229536
EVT997764,P002,S02,snacks,8,50,14,0,2026-06-08T15:52:01.229539
EVT370977,P002,S03,dairy,32,40,5,0,2026-06-08T15:52:01.229542
EVT550315,P009,S04,beverages,10,60,4,0,2026-06-08T15:52:01.229544
EVT308994,P013,S01,dairy,14,40,14,0,2026-06-08T15:52:01.229548
EVT699357,P010,S02,beverages,7,60,14,0,2026-06-08T15:52:01.229559
EVT667621,P007,S02,dairy,9,40,10,0,2026-06-08T15:52:01.229562
EVT966152,P006,S04,snacks,47,50,3,1,2026-06-08T15:52:01.229564
EVT752684,P018,S04,beverages,12,60,16,0,2026-06-08T15:52:01.229567
EVT205518,P001,S01,frozen,7,45,15,0,2026-06-08T15:52:01.229569
EVT320022,P020,S04,household,24,30,6,0,2026-06-08T15:52:01.229572
EVT185500,P006,S03,bakery,33,35,5,0,2026-06-08T15:52:01.229574
EVT120713,P006,S02,bakery,19,35,0,0,2026-06-08T15:52:01.229576
EVT637482,P020,S04,beverages,0,60,2,0,2026-06-08T15:52:01.229579
EVT938430,P013,S01,dairy,24,40,0,0,2026-06-08T15:52:01.229581
EVT233468,P015,S02,bakery,8,35,6,1,2026-06-08T15:52:01.229583
EVT151314,P014,S01,beverages,51,60,4,0,2026-06-08T15:52:01.229586
EVT354932,P001,S02,household,6,30,10,0,2026-06-08T15:52:01.229588
EVT899469,P004,S01,household,28,30,5,0,2026-06-08T15:52:01.229590
EVT767451,P004,S02,household,20,30,1,0,2026-06-08T15:52:01.229593
EVT741533,P012,S02,dairy,3,40,2,0,2026-06-08T15:52:01.229595
EVT547152,P001,S02,bakery,5,35,0,0,2026-06-08T15:52:01.229598
EVT722068,P006,S02,beverages,39,60,5,1,2026-06-08T15:52:01.229600
EVT290801,P019,S02,frozen,11,45,13,1,2026-06-08T15:52:01.229602
EVT958846,P019,S02,frozen,38,45,3,0,2026-06-08T15:52:01.229607
EVT504516,P016,S02,beverages,45,60,3,0,2026-06-08T15:52:01.229610
EVT828736,P018,S01,snacks,22,50,9,0,2026-06-08T15:52:01.229613
EVT216998,P007,S03,household,5,30,14,0,2026-06-08T15:52:01.229615
EVT350623,P018,S04,snacks,4,50,15,0,2026-06-08T15:52:01.229617
EVT127969,P008,S03,bakery,5,35,11,0,2026-06-08T15:52:01.229619
EVT109268,P018,S04,dairy,40,40,1,0,2026-06-08T15:52:01.229622
EVT951999,P009,S03,frozen,26,45,4,0,2026-06-08T15:52:01.229625
EVT804549,P017,S01,frozen,28,45,0,0,2026-06-08T15:52:01.229627
EVT703699,P014,S01,household,7,30,16,0,2026-06-08T15:52:01.229629
EVT498302,P017,S04,beverages,9,60,6,1,2026-06-08T15:52:01.229632
EVT588332,P006,S01,frozen,12,45,6,0,2026-06-08T15:52:01.229634
EVT748718,P001,S01,beverages,31,60,5,1,2026-06-08T15:52:01.229636
EVT512828,P005,S03,beverages,7,60,12,0,2026-06-08T15:52:01.229639
EVT260931,P002,S01,frozen,9,45,9,0,2026-06-08T15:52:01.229641
EVT637958,P011,S04,household,5,30,0,0,2026-06-08T15:52:01.229644
EVT288699,P008,S04,dairy,9,40,2,0,2026-06-08T15:52:01.229646
EVT384085,P015,S03,dairy,9,40,4,0,2026-06-08T15:52:01.229648
EVT618621,P015,S01,snacks,2,50,13,0,2026-06-08T15:52:01.229651
EVT566403,P013,S02,frozen,2,45,7,1,2026-06-08T15:52:01.229653
EVT807283,P001,S01,dairy,19,40,4,0,2026-06-08T15:52:01.229656
EVT358395,P006,S04,dairy,15,40,15,0,2026-06-08T15:52:01.229658
EVT704060,P001,S02,beverages,48,60,3,0,2026-06-08T15:52:01.229661
EVT710010,P009,S03,household,8,30,8,0,2026-06-08T15:52:01.229663
EVT750519,P012,S02,snacks,9,50,14,1,2026-06-08T15:52:01.229666
EVT545349,P002,S04,bakery,0,35,8,1,2026-06-08T15:52:01.229668
EVT860819,P003,S03,snacks,38,50,1,0,2026-06-08T15:52:01.229670
EVT154070,P007,S03,snacks,11,50,10,0,2026-06-08T15:52:01.229673
EVT162856,P004,S03,snacks,48,50,0,0,2026-06-08T15:52:01.229675
EVT725812,P011,S03,dairy,1,40,6,1,2026-06-08T15:52:01.229677
EVT649099,P010,S04,snacks,19,50,16,0,2026-06-08T15:52:01.229680
EVT168442,P008,S02,frozen,5,45,13,0,2026-06-08T15:52:01.229683
EVT562870,P012,S01,beverages,59,60,6,0,2026-06-08T15:52:01.229685
EVT257300,P011,S02,frozen,23,45,4,0,2026-06-08T15:52:01.229688
EVT800077,P004,S01,dairy,22,40,4,1,2026-06-08T15:52:01.229690
EVT452378,P014,S03,frozen,10,45,8,0,2026-06-08T15:52:01.229692
EVT343264,P003,S04,frozen,27,45,3,0,2026-06-08T15:52:01.229695
EVT711382,P007,S02,snacks,43,50,0,0,2026-06-08T15:52:01.229697
EVT341345,P010,S02,household,12,30,10,0,2026-06-08T15:52:01.229702
EVT474273,P019,S01,beverages,28,60,4,0,2026-06-08T15:52:01.229706
EVT586293,P010,S01,beverages,10,60,14,1,2026-06-08T15:52:01.229708
EVT810137,P010,S04,beverages,10,60,4,0,2026-06-08T15:52:01.229710
EVT823136,P002,S04,frozen,10,45,5,0,2026-06-08T15:52:01.229713
EVT604941,P016,S01,snacks,15,50,11,0,2026-06-08T15:52:01.229715
EVT483039,P014,S03,household,21,30,1,0,2026-06-08T15:52:01.229718
EVT698286,P003,S04,dairy,3,40,14,1,2026-06-08T15:52:01.229720
EVT181704,P006,S04,frozen,42,45,0,0,2026-06-08T15:52:01.229723
EVT128237,P004,S04,frozen,4,45,16,0,2026-06-08T15:52:01.229725
EVT759521,P013,S04,household,11,30,10,0,2026-06-08T15:52:01.229728
EVT891610,P007,S02,frozen,6,45,14,0,2026-06-08T15:52:01.229730
EVT553959,P018,S01,household,9,30,0,0,2026-06-08T15:52:01.229732
EVT602199,P003,S01,snacks,19,50,15,0,2026-06-08T15:52:01.229735
EVT813514,P003,S01,bakery,3,35,14,0,2026-06-08T15:52:01.229737
EVT630585,P018,S03,bakery,22,35,4,0,2026-06-08T15:52:01.229740
EVT759576,P013,S02,bakery,7,35,7,1,2026-06-08T15:52:01.229742
EVT406116,P012,S03,snacks,35,50,2,0,2026-06-08T15:52:01.229744
EVT610108,P006,S01,frozen,16,45,9,0,2026-06-08T15:52:01.229747
EVT517993,P015,S02,snacks,46,50,4,0,2026-06-08T15:52:01.229749
EVT826507,P001,S01,snacks,2,50,6,1,2026-06-08T15:52:01.229752
EVT182743,P011,S04,household,16,30,8,0,2026-06-08T15:52:01.229754
EVT695701,P009,S02,frozen,9,45,4,0,2026-06-08T15:52:01.229757
EVT690346,P002,S02,dairy,18,40,11,1,2026-06-08T15:52:01.229759
EVT401242,P013,S03,snacks,6,50,3,0,2026-06-08T15:52:01.229761
EVT680338,P013,S01,beverages,27,60,2,0,2026-06-08T15:52:01.229764
EVT375437,P015,S01,snacks,22,50,11,0,2026-06-08T15:52:01.229766
EVT932699,P013,S02,household,21,30,1,0,2026-06-08T15:52:01.229768
EVT954065,P020,S04,dairy,30,40,6,0,2026-06-08T15:52:01.229771
EVT868707,P009,S01,beverages,19,60,8,0,2026-06-08T15:52:01.229773
EVT571255,P016,S02,snacks,45,50,5,0,2026-06-08T15:52:01.229776
EVT774645,P020,S03,snacks,18,50,8,1,2026-06-08T15:52:01.229778
EVT222981,P016,S04,household,8,30,3,0,2026-06-08T15:52:01.229781
EVT212079,P014,S04,bakery,33,35,1,0,2026-06-08T15:52:01.229783
EVT729335,P009,S04,beverages,15,60,8,0,2026-06-08T15:52:01.229786
EVT324216,P004,S01,household,25,30,0,0,2026-06-08T15:52:01.229794
EVT396767,P012,S01,frozen,6,45,14,0,2026-06-08T15:52:01.229797
EVT975215,P010,S02,bakery,28,35,5,0,2026-06-08T15:52:01.229799
EVT982525,P012,S04,snacks,12,50,12,1,2026-06-08T15:52:01.229802
EVT351260,P011,S01,frozen,35,45,6,0,2026-06-08T15:52:01.229804
EVT597039,P019,S01,frozen,20,45,0,0,2026-06-08T15:52:01.229809
EVT287258,P016,S04,bakery,33,35,5,0,2026-06-08T15:52:01.229812
EVT912915,P015,S02,household,18,30,11,1,2026-06-08T15:52:01.229814
EVT491387,P011,S03,bakery,17,35,3,0,2026-06-08T15:52:01.229816
EVT554236,P008,S04,frozen,0,45,18,0,2026-06-08T15:52:01.229819
EVT247965,P008,S01,bakery,15,35,12,0,2026-06-08T15:52:01.229822
EVT898095,P020,S03,dairy,5,40,18,0,2026-06-08T15:52:01.229824
EVT453096,P019,S02,snacks,31,50,4,0,2026-06-08T15:52:01.229827
EVT358852,P016,S04,bakery,12,35,13,0,2026-06-08T15:52:01.229829
EVT189130,P017,S04,frozen,2,45,10,1,2026-06-08T15:52:01.229832
EVT115669,P008,S02,dairy,40,40,4,0,2026-06-08T15:52:01.229834
EVT767071,P002,S02,frozen,1,45,11,0,2026-06-08T15:52:01.229836
EVT244330,P004,S03,frozen,21,45,5,0,2026-06-08T15:52:01.229838
EVT925616,P016,S04,household,9,30,5,0,2026-06-08T15:52:01.229841
EVT280725,P019,S02,frozen,0,45,12,0,2026-06-08T15:52:01.229843
EVT311390,P003,S03,frozen,23,45,4,0,2026-06-08T15:52:01.229846
EVT289339,P006,S01,beverages,36,60,0,1,2026-06-08T15:52:01.229848
EVT304984,P009,S03,snacks,7,50,12,0,2026-06-08T15:52:01.229850
EVT632980,P018,S01,beverages,13,60,11,0,2026-06-08T15:52:01.229853
EVT174644,P009,S04,frozen,40,45,5,0,2026-06-08T15:52:01.229856
EVT566968,P011,S02,snacks,49,50,6,0,2026-06-08T15:52:01.229858
EVT148904,P016,S01,snacks,24,50,5,0,2026-06-08T15:52:01.229860
EVT721778,P002,S04,snacks,2,50,5,0,2026-06-08T15:52:01.229863
EVT529579,P010,S04,snacks,23,50,1,0,2026-06-08T15:52:01.229865
EVT405275,P005,S02,beverages,13,60,13,0,2026-06-08T15:52:01.229868
EVT886466,P013,S01,snacks,24,50,4,1,2026-06-08T15:52:01.229870
EVT528317,P007,S01,snacks,27,50,5,0,2026-06-08T15:52:01.229873
EVT566753,P014,S03,snacks,20,50,15,0,2026-06-08T15:52:01.229875
EVT432962,P008,S02,household,13,30,10,0,2026-06-08T15:52:01.229878
EVT796355,P010,S03,frozen,1,45,13,1,2026-06-08T15:52:01.229880
EVT931071,P011,S02,dairy,36,40,6,0,2026-06-08T15:52:01.229882
EVT627210,P003,S04,snacks,12,50,6,1,2026-06-08T15:52:01.229885
EVT809672,P016,S03,frozen,12,45,10,1,2026-06-08T15:52:01.229887
EVT975257,P009,S02,snacks,47,50,5,0,2026-06-08T15:52:01.229890
EVT600164,P009,S04,frozen,2,45,16,0,2026-06-08T15:52:01.229892
EVT437297,P003,S04,frozen,44,45,2,0,2026-06-08T15:52:01.229894
EVT281320,P009,S03,dairy,25,40,0,0,2026-06-08T15:52:01.229897
EVT985171,P009,S03,household,0,30,12,0,2026-06-08T15:52:01.229899
EVT191004,P011,S01,bakery,8,35,12,1,2026-06-08T15:52:01.229901
EVT280518,P012,S04,frozen,0,45,3,0,2026-06-08T15:52:01.229906
EVT739315,P003,S04,dairy,23,40,2,0,2026-06-08T15:52:01.229909
EVT104056,P013,S04,beverages,42,60,2,0,2026-06-08T15:52:01.229911
EVT161147,P009,S01,dairy,19,40,2,0,2026-06-08T15:52:01.229914
EVT702096,P017,S04,household,2,30,5,0,2026-06-08T15:52:01.229916
EVT401597,P007,S01,dairy,6,40,2,0,2026-06-08T15:52:01.229918
EVT682548,P019,S02,household,2,30,4,0,2026-06-08T15:52:01.229921
EVT156306,P020,S04,beverages,43,60,1,0,2026-06-08T15:52:01.229923
EVT496623,P017,S02,household,24,30,5,0,2026-06-08T15:52:01.229925
EVT570720,P009,S01,beverages,7,60,4,0,2026-06-08T15:52:01.229928
EVT935484,P006,S03,frozen,41,45,6,0,2026-06-08T15:52:01.229930
EVT730848,P003,S01,bakery,8,35,8,0,2026-06-08T15:52:01.229933
EVT642519,P017,S02,snacks,0,50,4,0,2026-06-08T15:52:01.229935
EVT129798,P011,S04,frozen,37,45,3,0,2026-06-08T15:52:01.229937
EVT699161,P019,S03,dairy,30,40,6,0,2026-06-08T15:52:01.229940
EVT835720,P008,S02,household,13,30,0,0,2026-06-08T15:52:01.229942
EVT863245,P009,S02,snacks,0,50,0,0,2026-06-08T15:52:01.229945
EVT483265,P004,S03,beverages,3,60,11,0,2026-06-08T15:52:01.229948
EVT473806,P002,S04,frozen,6,45,7,1,2026-06-08T15:52:01.229950
EVT851631,P005,S04,beverages,45,60,5,1,2026-06-08T15:52:01.229953
EVT801470,P004,S02,bakery,1,35,17,0,2026-06-08T15:52:01.229955
EVT169138,P001,S02,household,10,30,2,0,2026-06-08T15:52:01.229958
EVT495950,P016,S01,household,5,30,15,1,2026-06-08T15:52:01.229960
EVT668973,P009,S01,frozen,16,45,11,1,2026-06-08T15:52:01.229962
EVT794149,P008,S01,dairy,3,40,16,0,2026-06-08T15:52:01.229965
EVT318683,P008,S03,frozen,19,45,8,0,2026-06-08T15:52:01.229967
EVT352320,P013,S04,beverages,6,60,4,0,2026-06-08T15:52:01.229969
EVT110638,P010,S01,bakery,10,35,1,0,2026-06-08T15:52:01.229972
EVT942385,P001,S02,bakery,27,35,2,0,2026-06-08T15:52:01.229974
EVT702114,P019,S02,bakery,34,35,4,0,2026-06-08T15:52:01.229976
EVT586833,P008,S02,dairy,8,40,15,0,2026-06-08T15:52:01.229978
EVT676014,P010,S02,frozen,7,45,10,0,2026-06-08T15:52:01.229981
EVT718058,P010,S03,snacks,23,50,2,0,2026-06-08T15:52:01.229983
EVT217013,P004,S03,snacks,11,50,14,0,2026-06-08T15:52:01.229985
EVT266526,P005,S04,bakery,19,35,6,0,2026-06-08T15:52:01.229988
EVT633782,P013,S04,household,15,30,2,1,2026-06-08T15:52:01.229990
EVT775404,P020,S04,beverages,27,60,5,0,2026-06-08T15:52:01.229993
EVT687669,P018,S04,household,6,30,4,0,2026-06-08T15:52:01.229995
EVT397283,P007,S02,bakery,9,35,16,0,2026-06-08T15:52:01.229997
EVT537308,P010,S04,frozen,6,45,14,0,2026-06-08T15:52:01.230002
EVT992118,P020,S03,bakery,29,35,5,0,2026-06-08T15:52:01.230004
EVT963718,P012,S01,household,6,30,13,1,2026-06-08T15:52:01.230007
EVT416986,P006,S04,beverages,28,60,6,0,2026-06-08T15:52:01.230009
EVT901787,P002,S01,bakery,5,35,10,0,2026-06-08T15:52:01.230011
EVT835943,P019,S01,frozen,37,45,1,0,2026-06-08T15:52:01.230014
EVT183398,P005,S01,dairy,7,40,6,1,2026-06-08T15:52:01.230016
EVT315604,P007,S03,dairy,7,40,13,1,2026-06-08T15:52:01.230018
EVT418602,P014,S03,household,6,30,5,0,2026-06-08T15:52:01.230021
EVT351923,P012,S04,frozen,2,45,3,0,2026-06-08T15:52:01.230024
EVT651078,P003,S02,beverages,4,60,6,1,2026-06-08T15:52:01.230026
EVT271024,P016,S01,snacks,1,50,6,1,2026-06-08T15:52:01.230028
EVT992753,P002,S02,beverages,12,60,15,0,2026-06-08T15:52:01.230031
EVT850236,P008,S02,dairy,20,40,2,0,2026-06-08T15:52:01.230033
EVT831456,P002,S03,snacks,35,50,3,0,2026-06-08T15:52:01.230035
EVT956933,P012,S04,frozen,15,45,13,0,2026-06-08T15:52:01.230038
EVT787184,P017,S04,household,12,30,9,0,2026-06-08T15:52:01.230040
EVT605210,P020,S02,household,5,30,13,0,2026-06-08T15:52:01.230043
EVT270562,P020,S01,frozen,11,45,9,0,2026-06-08T15:52:01.230045
EVT887099,P003,S03,bakery,28,35,2,0,2026-06-08T15:52:01.230048
EVT778885,P016,S01,dairy,31,40,0,0,2026-06-08T15:52:01.230050
EVT521913,P019,S02,dairy,28,40,1,0,2026-06-08T15:52:01.230053
EVT643130,P015,S02,snacks,4,50,10,0,2026-06-08T15:52:01.230055
EVT447032,P001,S02,household,8,30,2,0,2026-06-08T15:52:01.230057
EVT901553,P011,S03,frozen,4,45,0,0,2026-06-08T15:52:01.230060
EVT309657,P002,S01,dairy,17,40,8,0,2026-06-08T15:52:01.230062
EVT825025,P009,S03,beverages,54,60,1,0,2026-06-08T15:52:01.230065
EVT107424,P014,S04,beverages,31,60,4,0,2026-06-08T15:52:01.230067
EVT155203,P015,S02,snacks,34,50,5,0,2026-06-08T15:52:01.230070
EVT473573,P009,S01,bakery,1,35,5,0,2026-06-08T15:52:01.230073
EVT595073,P016,S01,bakery,11,35,10,0,2026-06-08T15:52:01.230075
EVT952217,P010,S01,household,8,30,2,0,2026-06-08T15:52:01.230077
EVT280318,P020,S01,bakery,34,35,5,0,2026-06-08T15:52:01.230080
EVT456828,P004,S02,beverages,59,60,5,0,2026-06-08T15:52:01.230082
EVT440928,P014,S02,household,3,30,12,0,2026-06-08T15:52:01.230085
EVT881357,P014,S01,dairy,23,40,3,0,2026-06-08T15:52:01.230087
EVT874731,P004,S04,household,14,30,6,1,2026-06-08T15:52:01.230090
EVT591516,P018,S03,snacks,28,50,4,1,2026-06-08T15:52:01.230092
EVT532731,P001,S01,snacks,49,50,5,0,2026-06-08T15:52:01.230095
EVT923729,P014,S02,dairy,12,40,15,0,2026-06-08T15:52:01.230099
EVT798380,P007,S01,dairy,21,40,1,0,2026-06-08T15:52:01.230102
EVT676712,P010,S03,dairy,12,40,12,1,2026-06-08T15:52:01.230104
EVT229366,P020,S04,beverages,19,60,13,0,2026-06-08T15:52:01.230107
EVT810783,P002,S01,beverages,37,60,2,0,2026-06-08T15:52:01.230109
EVT406143,P010,S04,dairy,6,40,0,0,2026-06-08T15:52:01.230112
EVT315257,P011,S01,household,10,30,9,1,2026-06-08T15:52:01.230114
EVT595970,P009,S01,household,3,30,5,0,2026-06-08T15:52:01.230116
EVT292495,P019,S01,snacks,44,50,3,0,2026-06-08T15:52:01.230119
EVT373402,P018,S01,household,2,30,10,0,2026-06-08T15:52:01.230121
EVT307040,P015,S04,beverages,57,60,0,1,2026-06-08T15:52:01.230123
EVT577837,P012,S03,household,26,30,3,0,2026-06-08T15:52:01.230126
EVT625778,P004,S04,dairy,23,40,3,0,2026-06-08T15:52:01.230128
EVT848033,P017,S02,dairy,12,40,14,1,2026-06-08T15:52:01.230130
EVT116693,P007,S03,dairy,25,40,0,0,2026-06-08T15:52:01.230133
EVT165226,P007,S02,frozen,24,45,3,0,2026-06-08T15:52:01.230135
EVT258723,P018,S03,household,6,30,4,0,2026-06-08T15:52:01.230137
EVT278677,P001,S01,frozen,6,45,13,0,2026-06-08T15:52:01.230140
EVT248902,P007,S03,beverages,48,60,2,0,2026-06-08T15:52:01.230142
EVT852893,P002,S03,snacks,44,50,2,0,2026-06-08T15:52:01.230145
EVT461434,P011,S01,snacks,41,50,0,0,2026-06-08T15:52:01.230147
EVT971843,P013,S04,bakery,18,35,4,1,2026-06-08T15:52:01.230149
EVT682452,P013,S04,bakery,0,35,0,0,2026-06-08T15:52:01.230152
EVT834511,P007,S03,frozen,45,45,1,0,2026-06-08T15:52:01.230154
EVT433818,P015,S02,beverages,12,60,9,1,2026-06-08T15:52:01.230156
EVT148584,P018,S03,beverages,30,60,6,0,2026-06-08T15:52:01.230159
EVT910652,P010,S04,dairy,36,40,5,0,2026-06-08T15:52:01.230161
EVT369705,P001,S04,beverages,18,60,6,1,2026-06-08T15:52:01.230164
EVT723653,P010,S01,bakery,30,35,0,0,2026-06-08T15:52:01.230166
EVT344530,P017,S02,frozen,34,45,3,0,2026-06-08T15:52:01.230168
EVT407848,P003,S04,household,27,30,3,0,2026-06-08T15:52:01.230171
EVT162375,P016,S01,beverages,6,60,15,0,2026-06-08T15:52:01.230173
EVT718914,P007,S02,bakery,3,35,14,1,2026-06-08T15:52:01.230175
EVT792614,P011,S03,frozen,34,45,0,0,2026-06-08T15:52:01.230178
EVT830816,P016,S04,dairy,11,40,9,1,2026-06-08T15:52:01.230180
EVT877870,P010,S03,household,12,30,14,0,2026-06-08T15:52:01.230183
EVT584329,P002,S03,bakery,3,35,1,0,2026-06-08T15:52:01.230185
EVT799869,P013,S02,household,10,30,9,0,2026-06-08T15:52:01.230188
EVT653790,P002,S04,dairy,5,40,4,0,2026-06-08T15:52:01.230190
EVT365024,P001,S02,snacks,8,50,0,0,2026-06-08T15:52:01.230195
EVT816755,P008,S02,dairy,29,40,6,0,2026-06-08T15:52:01.230197
EVT143327,P002,S02,bakery,0,35,5,0,2026-06-08T15:52:01.230200
EVT904455,P006,S01,household,2,30,11,0,2026-06-08T15:52:01.230202
EVT739106,P018,S04,dairy,36,40,6,0,2026-06-08T15:52:01.230204
EVT885436,P017,S03,frozen,6,45,12,0,2026-06-08T15:52:01.230207
EVT224878,P013,S03,beverages,0,60,2,0,2026-06-08T15:52:01.230209
EVT941423,P005,S04,bakery,8,35,11,1,2026-06-08T15:52:01.230212
EVT260584,P012,S01,bakery,7,35,7,1,2026-06-08T15:52:01.230214
EVT239018,P009,S04,bakery,19,35,6,1,2026-06-08T15:52:01.230216
EVT303158,P009,S03,frozen,15,45,15,0,2026-06-08T15:52:01.230219
EVT337699,P004,S02,frozen,6,45,16,0,2026-06-08T15:52:01.230222
EVT967291,P016,S03,dairy,27,40,3,0,2026-06-08T15:52:01.230224
EVT559514,P004,S04,household,15,30,10,0,2026-06-08T15:52:01.230226
EVT999605,P004,S02,snacks,1,50,15,0,2026-06-08T15:52:01.230228
EVT983139,P012,S04,dairy,8,40,14,0,2026-06-08T15:52:01.230231
EVT945024,P003,S02,household,8,30,13,0,2026-06-08T15:52:01.230233
EVT616117,P011,S03,household,7,30,10,1,2026-06-08T15:52:01.230235
EVT961007,P017,S01,household,24,30,6,0,2026-06-08T15:52:01.230238
EVT799293,P012,S02,dairy,8,40,6,1,2026-06-08T15:52:01.230241
EVT797264,P019,S01,dairy,27,40,6,0,2026-06-08T15:52:01.230243
EVT410292,P006,S01,bakery,31,35,2,0,2026-06-08T15:52:01.230245
EVT508598,P018,S01,beverages,4,60,0,0,2026-06-08T15:52:01.230248
EVT277921,P001,S01,dairy,7,40,5,0,2026-06-08T15:52:01.230250
EVT311314,P002,S03,frozen,3,45,6,1,2026-06-08T15:52:01.230252
EVT825490,P004,S02,frozen,17,45,6,1,2026-06-08T15:52:01.230255
EVT998349,P013,S01,dairy,2,40,8,1,2026-06-08T15:52:01.230257
EVT315841,P012,S03,beverages,0,60,4,0,2026-06-08T15:52:01.230260
EVT656441,P005,S04,dairy,5,40,9,1,2026-06-08T15:52:01.230262
EVT301453,P020,S03,snacks,19,50,11,0,2026-06-08T15:52:01.230265
EVT499928,P020,S04,snacks,40,50,6,1,2026-06-08T15:52:01.230267
EVT364043,P020,S01,bakery,16,35,2,0,2026-06-08T15:52:01.230269
EVT988361,P008,S03,beverages,28,60,2,0,2026-06-08T15:52:01.230272
EVT486191,P002,S04,beverages,5,60,11,1,2026-06-08T15:52:01.230274
EVT269653,P012,S04,beverages,34,60,1,0,2026-06-08T15:52:01.230277
EVT669351,P004,S01,frozen,12,45,10,0,2026-06-08T15:52:01.230279
EVT379146,P018,S04,bakery,24,35,2,0,2026-06-08T15:52:01.230282
EVT608589,P020,S04,household,3,30,2,0,2026-06-08T15:52:01.230284
EVT712058,P005,S03,beverages,16,60,7,0,2026-06-08T15:52:01.230286
EVT497418,P017,S04,household,13,30,4,0,2026-06-08T15:52:01.230293
EVT445949,P005,S02,dairy,24,40,3,0,2026-06-08T15:52:01.230296
EVT658993,P017,S03,bakery,30,35,4,0,2026-06-08T15:52:01.230298
EVT108142,P002,S01,frozen,17,45,8,0,2026-06-08T15:52:01.230300
EVT644001,P009,S02,dairy,21,40,3,0,2026-06-08T15:52:01.230303
EVT279043,P001,S01,beverages,13,60,9,0,2026-06-08T15:52:01.230305
EVT975427,P011,S03,bakery,11,35,6,0,2026-06-08T15:52:01.230307
EVT652035,P020,S03,beverages,54,60,5,1,2026-06-08T15:52:01.230310
EVT916688,P007,S01,beverages,56,60,0,0,2026-06-08T15:52:01.230312
EVT599882,P018,S04,household,4,30,4,0,2026-06-08T15:52:01.230315
EVT429113,P013,S02,snacks,30,50,3,0,2026-06-08T15:52:01.230317
EVT949203,P003,S04,frozen,29,45,2,0,2026-06-08T15:52:01.230319
EVT988650,P006,S01,bakery,16,35,1,0,2026-06-08T15:52:01.230322
EVT956582,P007,S02,household,10,30,0,0,2026-06-08T15:52:01.230325
EVT882304,P001,S04,dairy,33,40,3,0,2026-06-08T15:52:01.230327
EVT665136,P020,S02,household,5,30,13,0,2026-06-08T15:52:01.230330
EVT245335,P004,S04,dairy,7,40,13,1,2026-06-08T15:52:01.230332
EVT395745,P004,S02,bakery,24,35,1,0,2026-06-08T15:52:01.230334
EVT690625,P006,S03,dairy,2,40,12,0,2026-06-08T15:52:01.230337
EVT787959,P014,S02,bakery,5,35,2,0,2026-06-08T15:52:01.230339
EVT619305,P016,S01,bakery,21,35,3,0,2026-06-08T15:52:01.230342
EVT103119,P016,S02,snacks,12,50,10,1,2026-06-08T15:52:01.230345
EVT841161,P011,S03,bakery,27,35,2,0,2026-06-08T15:52:01.230348
EVT294353,P002,S04,beverages,58,60,0,0,2026-06-08T15:52:01.230350
EVT685812,P011,S01,bakery,18,35,3,0,2026-06-08T15:52:01.230352
EVT427929,P019,S01,dairy,22,40,6,0,2026-06-08T15:52:01.230355
EVT979987,P019,S01,frozen,32,45,2,0,2026-06-08T15:52:01.230357
EVT821109,P003,S02,beverages,0,60,12,0,2026-06-08T15:52:01.230359
EVT714414,P013,S02,frozen,3,45,10,1,2026-06-08T15:52:01.230362
EVT114163,P011,S03,household,2,30,0,0,2026-06-08T15:52:01.230364
EVT482501,P020,S01,bakery,9,35,5,0,2026-06-08T15:52:01.230366
EVT923624,P020,S01,household,4,30,15,0,2026-06-08T15:52:01.230369
EVT513844,P003,S01,household,16,30,5,0,2026-06-08T15:52:01.230371
EVT254349,P019,S04,snacks,0,50,17,0,2026-06-08T15:52:01.230373
EVT879235,P013,S03,dairy,36,40,3,0,2026-06-08T15:52:01.230376
EVT243389,P017,S03,frozen,8,45,11,1,2026-06-08T15:52:01.230378
EVT295783,P010,S04,snacks,36,50,6,0,2026-06-08T15:52:01.230380
